,cnt,casual,registered,season_encoding,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,hum,windspeed
34,0.19397146801656698,0.02523474178403756,0.23101357204735778,3,0,2,4,0,5,1,2,0.19148936170212766,0.4610027855153203,0.2964365141546789
35,0.1130924988495168,0.028755868544600938,0.12777938203869477,3,0,2,5,0,6,0,2,0.21884498480243159,0.9401114206128132,0.3898817681393853
36,0.18419236079153245,0.10328638497652583,0.1803349696794687,3,0,2,6,0,0,0,1,0.2826747720364741,0.437325905292479,0.3356840830740678
37,0.19443166129774506,0.034624413145539906,0.22697083453652903,4,0,2,7,0,1,1,1,0.26443768996960487,0.6740947075208912,0.06470493480338123
38,0.17349286700414177,0.018192488262910797,0.2087785157377996,4,0,2,8,0,2,1,1,0.20364741641337386,0.39554317548746515,0.954576160833788
39,0.18212149102623104,0.014964788732394367,0.2211954952353451,4,0,2,9,0,3,1,2,0.09422492401215805,0.33565459610027853,0.4679214868702952
40,0.17441325356649795,0.013204225352112676,0.21238810280103956,2,0,2,10,0,4,1,1,0.10638297872340428,0.25487465181058494,0.5609619238702304
41,0.19834330418775886,0.043133802816901406,0.227692751949177,2,0,2,11,0,5,1,1,0.16413373860182373,0.35097493036211697,0.24221071679875228
42,0.16682006442705938,0.08392018779342723,0.16806237366445279,2,0,2,12,0,6,0,1,0.20364741641337386,0.4038997214484679,0.5087630226672211
43,0.18028071790151864,0.11590375586854461,0.1692174415246896,1,0,2,13,0,0,0,1,0.3221884498480243,0.2827298050139276,0.6704536733346209
44,0.21755637367694433,0.06044600938967136,0.2432861680623737,1,0,2,14,0,1,1,1,0.44376899696048633,0.16991643454039002,0.4458139815352853
45,0.20628163828808102,0.040492957746478875,0.2389546635864857,1,0,2,15,0,2,1,1,0.25835866261398177,0.08356545961002781,0.756170858630881
46,0.24079613437643813,0.06338028169014086,0.27100779670805664,1,0,2,16,0,3,1,1,0.3221884498480243,0.23537604456824507,0.6448939787128114
47,0.2822135296824666,0.07541079812206573,0.3170661276349986,1,0,2,17,0,4,1,1,0.47112462006079026,0.34958217270194986,0.5839268540688184
48,0.33421537045559135,0.1693075117370892,0.3361247473289056,1,0,2,18,0,5,1,1,0.5775075987841944,0.3662952646239554,0.6818166611988261
49,0.18557294063506674,0.15551643192488263,0.1563673115795553,1,0,2,19,0,6,0,1,0.42553191489361697,0.5188022284122562,0.4458139815352853
50,0.20593649332719743,0.1869131455399061,0.1664741553566272,1,0,2,20,0,0,0,1,0.2826747720364741,0.2144846796657381,0.5646165216494156
51,0.12482742751955822,0.05663145539906103,0.12879006641640198,1,0,2,21,1,1,0,2,0.303951367781155,0.48885793871866284,0.8024774237222192
52,0.16428900138057986,0.02112676056338028,0.19578400231013574,1,0,2,22,0,2,1,1,0.15501519756838905,0.4512534818941503,0.48716153856317523
53,0.21801656695812244,0.04019953051643192,0.2538261622870344,1,0,2,23,0,3,1,1,0.20364741641337386,0.23537604456824507,0.20162500284636942
54,0.2053612517257248,0.028755868544600938,0.24357493502743288,1,0,2,24,0,4,1,2,0.2948328267477204,0.616991643454039,0.6412534370789307
55,0.1655545329038196,0.034624413145539906,0.19073058042159977,1,0,2,25,0,5,1,2,0.3799392097264438,0.6378830083565459,0.9112523097760772
56,0.22399907961343765,0.12382629107981222,0.22018481085763789,1,0,2,26,0,6,0,1,0.2796352583586626,0.39554317548746515,0.4615456193601474
57,0.2738150023009664,0.20305164319248825,0.24371931850996248,1,0,2,27,0,0,0,1,0.35562310030395133,0.5933147632311977,0.2891526196578566
58,0.16382880809940176,0.023180751173708918,0.19419578400231013,1,0,2,28,0,1,1,2,0.43465045592705165,0.8662952646239552,0.7514255039760618
59,0.21042337781868387,0.03961267605633803,0.24458561940514006,1,0,3,1,0,2,1,1,0.25835866261398177,0.3913649025069637,0.5454720517446066
60,0.24298205246203408,0.06719483568075119,0.2718740976032342,1,0,3,2,0,3,1,1,0.34346504559270513,0.2729805013927576,0.8024408777444273
61,0.19132535664979292,0.03550469483568075,0.22263933006064107,1,0,3,3,0,4,1,1,0.17325227963525835,0.08913649025069637,0.5716980076538523
62,0.22112287160607458,0.062206572769953054,0.24689575512561365,3,0,3,4,0,5,1,2,0.2522796352583586,0.4958217270194985,0.5087039868569418
63,0.2364242982052462,0.18720657276995303,0.20459139474444124,3,0,3,5,0,6,0,2,0.4072948328267477,0.7451253481894149,0.6451188770376843
64,0.06707317073170732,0.03286384976525822,0.06800462027144094,3,0,3,6,0,0,0,2,0.3951367781155015,0.9665738161559887,0.9021101928699923
65,0.21283939254486886,0.07100938967136151,0.2321686399075946,4,0,3,7,0,1,1,1,0.2522796352583586,0.4136490250696378,0.8966704646371281
66,0.24286700414173956,0.0921361502347418,0.2594571181056887,4,0,3,8,0,2,1,1,0.2917933130699088,0.23259052924791085,0.2762265884357844
67,0.21502531063046482,0.05545774647887324,0.24256425064972567,4,0,3,9,0,3,1,2,0.2948328267477204,0.7256267409470751,0.5559438799965029
68,0.06914404049700876,0.012910798122065728,0.08042159976898643,2,0,3,10,0,4,1,3,0.4133738601823708,0.5188022284122562,0.6732480350211671
69,0.22491946617579386,0.07188967136150236,0.24689575512561365,2,0,3,11,0,5,1,2,0.3221884498480243,0.5515320334261837,0.5919838365573914
70,0.24275195582144501,0.21185446009389672,0.20040427375108288,2,0,3,12,0,6,0,1,0.3373860182370821,0.47493036211699163,0.5577008981595727
71,0.27554072710538424,0.28755868544600943,0.20430262777938205,1,0,3,13,0,0,0,1,0.4072948328267477,0.3802228412256267,0.697781631035744
72,0.232857800276116,0.10475352112676058,0.2406872653768409,1,0,3,14,0,1,1,1,0.331306990881459,0.33844011142061287,0.3219821526311839
73,0.23400828347906122,0.08421361502347419,0.25223794397920885,1,0,3,15,0,2,1,2,0.3221884498480243,0.5598885793871864,0.4551866192243651
74,0.24965485503911647,0.09360328638497653,0.2672538261622871,1,0,3,16,0,3,1,2,0.3829787234042553,0.7284122562674094,0.5080602154019931
75,0.3131615278416935,0.12382629107981222,0.33208200981807684,1,0,3,17,0,4,1,1,0.44376899696048633,0.4860724233983286,0.5262263775936048
76,0.37011044638748275,0.2588028169014085,0.3371354317066128,1,0,3,18,0,5,1,1,0.5987841945288754,0.3774373259052924,0.5864935062014308
77,0.35607455131155086,0.4172535211267606,0.2415535662720185,1,0,3,19,0,6,0,1,0.5167173252279635,0.17409470752089135,0.9720535719054765
78,0.2817533364012885,0.30663145539906106,0.20271440947155647,1,0,3,20,0,0,0,1,0.3404255319148936,0.3064066852367688,0.5210031139984308
79,0.2364242982052462,0.1170774647887324,0.2390990470690153,1,0,3,21,0,1,1,2,0.4620060790273557,0.6727019498607241,0.7488869641340585
80,0.308444546709618,0.13438967136150234,0.3209644816632978,1,0,3,22,0,2,1,1,0.4772036474164134,0.5167130919220055,0.5716867627376085
81,0.24148642429820527,0.05897887323943662,0.2740398498411782,1,0,3,23,0,3,1,2,0.3586626139817629,0.8161559888579386,0.5956131332750285
82,0.2120340543028072,0.04812206572769953,0.24241986716719607,1,0,3,24,0,4,1,2,0.2826747720364741,0.768802228412256,0.6223929013092738
83,0.25172572480441785,0.08744131455399062,0.2728847819809414,1,0,3,25,0,5,1,1,0.25531914893617025,0.33565459610027853,0.5856726273156445
84,0.2846295444086516,0.2872652582159625,0.21585330638174993,1,0,3,26,0,6,0,1,0.25835866261398177,0.19498607242339833,0.5262038877611175
85,0.19224574321214913,0.13791079812206572,0.17340456251804795,1,0,3,27,0,0,0,2,0.24316109422492405,0.3342618384401113,0.4551613181628169
86,0.23078693051081456,0.06455399061032864,0.25786889979786315,1,0,3,28,0,1,1,1,0.25531914893617025,0.06685236768802227,0.5336058538784981
87,0.27646111366774045,0.09242957746478873,0.30147271152180194,1,0,3,29,0,2,1,1,0.303951367781155,0.08356545961002781,0.5751895541475046
88,0.17418315692590888,0.04870892018779343,0.19462893444989893,1,0,3,30,0,3,1,2,0.3009118541033435,0.5473537604456824,0.42307957211969205
89,0.19132535664979292,0.05193661971830986,0.21455385503898355,1,0,3,31,0,4,1,3,0.2613981762917933,0.9247910863509747,0.5489045624279798
90,0.25368154624942474,0.08949530516431925,0.27432861680623744,1,0,4,1,0,5,1,2,0.3009118541033435,0.6016713091922004,0.6643392501271378
91,0.25655775425678784,0.26291079812206575,0.19260756569448456,1,0,4,2,0,6,0,2,0.3191489361702128,0.5571030640668524,0.49127436667928903
92,0.371260929590428,0.48386150234741787,0.2278371354317066,1,0,4,3,0,0,0,1,0.3981762917933131,0.31476323119777155,0.44929428311269404
93,0.3558444546709618,0.2147887323943662,0.3408894022523824,3,0,4,4,0,1,1,1,0.6413373860182371,0.2395543175487465,0.4458139815352853
94,0.20398067188219055,0.04841549295774648,0.2321686399075946,3,0,4,5,0,2,1,2,0.44376899696048633,0.5403899721448469,0.4458139815352853
95,0.320524620340543,0.12059859154929578,0.34291077100779677,3,0,4,6,0,3,1,1,0.4133738601823708,0.30222841225626734,0.6765821526874085
96,0.35883571099861944,0.16696009389671362,0.3681778804504765,4,0,4,7,0,4,1,1,0.47112462006079026,0.4860724233983286,0.39334801357148946
97,0.16670501610676486,0.04988262910798122,0.18466647415535664,4,0,4,8,0,5,1,2,0.34650455927051677,0.81058495821727,0.575178309231261
98,0.27991256327657615,0.25733568075117375,0.22466069881605547,4,0,4,9,0,6,0,2,0.3525835866261398,0.8690807799442894,0.31117859935010006
99,0.33053382420616656,0.3480046948356808,0.24357493502743288,2,0,4,10,0,0,0,2,0.45896656534954405,0.8412256267409468,0.3496474578196164
100,0.38265071329958583,0.250293427230047,0.35706035229569744,2,0,4,11,0,1,1,2,0.668693009118541,0.6448467966573816,0.8492225405470595
101,0.2314772204325817,0.07482394366197184,0.2536817788045048,2,0,4,12,0,2,1,2,0.5531914893617021,0.6754874651810585,0.7097996352711418
102,0.24620340543028074,0.06073943661971831,0.27909327172971415,3,0,4,13,0,3,1,2,0.4407294832826747,0.7869080779944289,0.641593595795301
103,0.3733317993557294,0.15463615023474178,0.39243430551544906,3,0,4,14,0,4,1,1,0.5106382978723404,0.39832869080779937,0.24825485927971253
104,0.35710998619420153,0.18779342723004694,0.35576090095293106,3,0,4,15,1,5,0,1,0.48328267477203646,0.5807799442896935,0.5734437809006785
105,0.08893235158766682,0.03491784037558685,0.0944267975743575,3,0,4,16,0,6,0,3,0.4650455927051672,0.8830083565459608,0.895141156027992
106,0.4282098481362172,0.4565727699530517,0.31273462315911066,3,0,4,17,0,0,0,1,0.49544072948328266,0.31476323119777155,0.7902485773072531
107,0.39196962724344225,0.19571596244131456,0.39561074213110026,3,0,4,18,0,1,1,1,0.5653495440729484,0.4011142061281337,0.3968761060429337
108,0.3660837551771744,0.11942488262910798,0.4006641640196362,3,0,4,19,0,2,1,2,0.5562310030395137,0.5738161559888577,0.3811444682180715
109,0.45121951219512196,0.17928403755868544,0.47805371065550106,3,0,4,20,0,3,1,1,0.668693009118541,0.5013927576601671,0.617158392797856
110,0.47940635066728027,0.21801643192488263,0.4943690441813457,3,0,4,21,0,4,1,1,0.4984802431610943,0.2130919220055711,0.8514265441308144
111,0.19109526000920388,0.05134976525821596,0.21455385503898355,3,0,4,22,0,5,1,2,0.34650455927051677,0.6629526462395541,0.5541756169171894
112,0.46180395766221816,0.4284037558685446,0.3687554143805949,3,0,4,23,0,6,0,2,0.5015197568389057,0.8830083565459608,0.5856726273156445
113,0.4796364473078693,0.5011737089201879,0.3553277505053422,3,0,4,24,0,0,0,2,0.6504559270516718,0.7757660167130918,0.4772997470174968
114,0.4660607455131155,0.2262323943661972,0.4735778226970835,3,0,4,25,0,1,1,1,0.6838905775075987,0.7284122562674094,0.4580653177827386
115,0.5036815462494247,0.1983568075117371,0.5345076523245741,3,0,4,26,0,2,1,1,0.7142857142857143,0.6615598885793872,0.8549180906244668
116,0.4429360331339162,0.15991784037558684,0.4771874097603235,3,0,4,27,0,3,1,2,0.6990881458966565,0.8091922005571028,0.8147175150534289
117,0.46433502070869764,0.16637323943661972,0.5008663008951777,3,0,4,28,0,4,1,2,0.696048632218845,0.6225626740947074,0.8391976977158483
118,0.5261159687068568,0.2570422535211268,0.5337857349119262,3,0,4,29,0,5,1,1,0.5623100303951367,0.2827298050139276,0.6119238842864384
119,0.6086056143580304,0.5759976525821596,0.4803638463759746,3,0,4,30,0,6,0,1,0.5167173252279635,0.3467966573816155,0.5979014737306106
120,0.3829958582604694,0.33333333333333337,0.3166329771874098,1,0,5,1,0,0,0,2,0.4893617021276596,0.7075208913649025,0.2360372577809901
121,0.5037965945697193,0.24794600938967135,0.5102512272596016,1,0,5,2,0,1,1,2,0.6109422492401216,0.6629526462395541,0.4527830183772855
122,0.5095490105844455,0.17634976525821597,0.5526999711233036,1,0,5,3,0,2,1,2,0.696048632218845,0.616991643454039,0.9003672308522269
123,0.30039116428900137,0.07423708920187794,0.34045625180479355,3,0,5,4,0,3,1,2,0.44376899696048633,0.6727019498607241,0.8619349183605025
124,0.507478140819144,0.17957746478873238,0.5485128501299452,3,0,5,5,0,4,1,1,0.4984802431610943,0.2646239554317548,0.7674663769976243
125,0.5276115968706857,0.26173708920187794,0.5333525844643373,3,0,5,6,0,5,1,1,0.5227963525835867,0.467966573816156,0.5787035904736443
126,0.5398067188219052,0.4724178403755869,0.444989893156223,4,0,5,7,0,6,0,1,0.574468085106383,0.3997214484679666,0.38811350506007175
127,0.49597330878969165,0.4105046948356808,0.4204447011261912,4,0,5,8,0,0,0,1,0.5866261398176291,0.5264623955431755,0.14687491127058278
128,0.4993097100782329,0.1942488262910798,0.5310424487438637,4,0,5,9,0,1,1,1,0.5896656534954408,0.46657381615598875,0.4318281169572494
129,0.5500460193281178,0.20305164319248825,0.5903840600635288,2,0,5,10,0,2,1,1,0.5896656534954408,0.32729805013927576,0.26222947894150483
130,0.4786010124252186,0.1607981220657277,0.5215131388969102,2,0,5,11,0,3,1,1,0.601823708206687,0.5278551532033424,0.2762040986032971
131,0.5570639668660837,0.20334507042253522,0.5990470690153047,2,0,5,12,0,4,1,1,0.5927051671732523,0.6880222841225625,0.47024918453273024
132,0.4697422917625403,0.20246478873239437,0.48989315622292817,3,0,5,13,0,5,1,2,0.5653495440729484,0.8481894150417826,0.4422999452091456
133,0.38966866083755175,0.26408450704225356,0.3590817210511118,3,0,5,14,0,6,0,2,0.5775075987841944,0.9303621169916434,0.31642716400682236
134,0.5212839392544869,0.46361502347417843,0.42607565694484556,3,0,5,15,0,0,0,2,0.6291793313069909,0.853760445682451,0.36711081274600016
135,0.4528301886792453,0.2262323943661972,0.45697372220617966,3,0,5,16,0,1,1,1,0.6474164133738601,0.7437325905292478,0.2937152444237163
136,0.4718131615278417,0.1983568075117371,0.4945134276638753,3,0,5,17,0,2,1,2,0.6261398176291794,0.8133704735376042,0.7167574271968983
137,0.44098021168890933,0.1566901408450704,0.4763211088651459,3,0,5,18,0,3,1,2,0.6139817629179332,0.8579387186629526,0.5034919681780116
138,0.5238150023009664,0.21508215962441316,0.5515449032630668,3,0,5,19,0,4,1,2,0.5896656534954408,0.8022284122562673,0.24126333260522503
139,0.5631615278416935,0.2661384976525822,0.5758013283280393,3,0,5,20,0,5,1,1,0.5957446808510638,0.649025069637883,0.2884919808285423
140,0.6653244362632306,0.6619718309859155,0.5092405428818944,3,0,5,21,0,6,0,1,0.6778115501519757,0.5194986072423398,0.2762265884357844
141,0.533594109526001,0.46185446009389675,0.4423909904706902,3,0,5,22,0,0,0,1,0.6808510638297872,0.6908077994428967,0.3531361930842079
142,0.48918545789231477,0.24471830985915494,0.4935027432861681,3,0,5,23,0,1,1,2,0.7142857142857143,0.7743732590529246,0.5944352282985065
143,0.514265991716521,0.19278169014084506,0.5505342188853596,3,0,5,24,0,2,1,2,0.7507598784194529,0.6782729805013925,0.5192348509191173
144,0.5701794753796595,0.21654929577464788,0.609009529309847,3,0,5,25,0,3,1,1,0.7507598784194529,0.6155988857938717,0.37063609398838343
145,0.5355499309710078,0.22183098591549297,0.5629511983829051,3,0,5,26,0,4,1,1,0.8085106382978724,0.5905292479108635,0.49829119441532477
146,0.5357800276115968,0.2549882629107981,0.5469246318221196,3,0,5,27,0,5,1,1,0.7750759878419452,0.5571030640668524,0.6136556013879599
147,0.5448688449148642,0.5865610328638498,0.39517759168351146,3,0,5,28,0,6,0,1,0.7446808510638298,0.6629526462395541,0.5838931193200875
148,0.5483202945237,0.6904342723004695,0.34839734334392153,3,0,5,29,0,0,0,1,0.7598784194528875,0.7869080779944289,0.5384805250701191
149,0.4689369535204786,0.4539319248826291,0.36514582731735495,3,0,5,30,1,1,0,1,0.8419452887537995,0.6002785515320332,0.3059553357549261
150,0.4555913483663139,0.19688967136150234,0.4748772740398499,3,0,5,31,0,2,1,1,0.8936170212765958,0.5334261838440111,0.250023122359026
151,0.45467096180395766,0.1499413145539906,0.4968235633843489,1,0,6,1,0,3,1,2,0.878419452887538,0.5891364902506964,0.5192348509191173
152,0.5690289921767142,0.2153755868544601,0.6081432284146694,1,0,6,2,0,4,1,1,0.8176291793313071,0.07103064066852366,0.7587375107634933
153,0.6086056143580304,0.26291079812206575,0.6344210222350564,1,0,6,3,0,5,1,1,0.6990881458966565,0.13927576601671304,0.6486329133638239
154,0.6120570639668661,0.5478286384976526,0.498556165174704,3,0,6,4,0,6,0,1,0.7173252279635258,0.28133704735376047,0.2832321712555765
155,0.5618959963184538,0.4938380281690141,0.4621715275772452,3,0,6,5,0,0,0,2,0.7355623100303952,0.5543175487465182,0.32694678315275405
156,0.5207086976530143,0.19688967136150234,0.5565983251516027,3,0,6,6,0,1,1,1,0.7720364741641338,0.4818941504178272,0.27972937984568047
157,0.5534974689369535,0.2232981220657277,0.5847531042448745,4,0,6,7,0,2,1,1,0.8085106382978724,0.47910863509749296,0.46502310970849525
158,0.5037965945697193,0.1977699530516432,0.5349408027721629,4,0,6,8,0,3,1,1,0.8936170212765958,0.5125348189415042,0.32167572866354455
159,0.4478831109065808,0.16461267605633803,0.4810857637886226,4,0,6,9,0,4,1,2,0.933130699088146,0.437325905292479,0.3584072475734174
160,0.5250805338242062,0.238556338028169,0.5415824429685244,2,0,6,10,0,5,1,1,0.8693009118541034,0.48885793871866284,0.33218129166417176
161,0.5687988955361252,0.5067488262910799,0.4644816632977188,2,0,6,11,0,6,0,1,0.8297872340425532,0.5584958217270195,0.372370622318966
162,0.5105844454670961,0.42987089201877937,0.4292520935604967,2,0,6,12,0,0,0,1,0.790273556231003,0.6880222841225625,0.3968761060429337
163,0.5750115048320295,0.25264084507042256,0.5973144672249495,3,0,6,13,0,1,1,1,0.7173252279635258,0.33565459610027853,0.7954605959861833
164,0.5601702715140359,0.21273474178403756,0.5983251516026568,3,0,6,14,0,2,1,1,0.6808510638297872,0.3523676880222841,0.6940679974462796
165,0.5934192360791533,0.22505868544600938,0.6339878717874676,3,0,6,15,0,3,1,1,0.7082066869300911,0.30362116991643456,0.4090908963125952
166,0.43085595950299127,0.15933098591549294,0.4623159110597748,3,0,6,16,0,4,1,2,0.7112462006079028,0.6044568245125348,0.5174890776722911
167,0.5547630004601933,0.25264084507042256,0.5719029742997401,3,0,6,17,0,5,1,1,0.7355623100303952,0.671309192200557,0.3391390835899283
168,0.5864012885411873,0.5296361502347419,0.4753104244874387,3,0,6,18,0,6,0,1,0.7963525835866262,0.5793871866295264,0.27273504194213205
169,0.5432581684307409,0.4803403755868545,0.4454230436038118,3,0,6,19,0,0,0,2,0.7993920972644377,0.575208913649025,0.22379716644978037
170,0.45881270133456054,0.204518779342723,0.4751660410049091,3,0,6,20,0,1,1,2,0.7173252279635258,0.6852367688022283,0.37412764048203584
171,0.5537275655775425,0.22652582159624413,0.583453652902108,3,0,6,21,0,2,1,2,0.7750759878419452,0.7186629526462394,0.41784225237921346
172,0.5159917165209388,0.19336854460093897,0.5524112041582444,3,0,6,22,0,3,1,1,0.8419452887537995,0.6323119777158772,0.4213197427275613
173,0.548550391164289,0.21830985915492956,0.5809991336991048,3,0,6,23,0,4,1,2,0.8358662613981762,0.6253481894150417,0.6083845468987505
174,0.5716751035434883,0.28374413145539906,0.5778226970834537,3,0,6,24,0,5,1,1,0.8297872340425532,0.44428969359331466,0.5612149344857124
175,0.5959502991256328,0.5223004694835681,0.49090384060063535,3,0,6,25,0,6,0,1,0.7933130699088146,0.3189415041782729,0.5262038877611175
176,0.6078002761159688,0.562793427230047,0.4858504187120994,3,0,6,26,0,0,0,1,0.7750759878419452,0.36072423398328685,0.20280656242067063
177,0.5391164289001381,0.24999999999999997,0.5535662720184812,3,0,6,27,0,1,1,2,0.7781155015197568,0.5626740947075208,0.23950631444215514
178,0.5322135296824666,0.21420187793427228,0.5625180479353162,3,0,6,28,0,2,1,1,0.8541033434650456,0.5292479108635098,0.34266436483231166
179,0.5985964104924069,0.2482394366197183,0.6290788333814612,3,0,6,29,0,3,1,1,0.8358662613981762,0.33983286908077986,0.6730906061937562
180,0.6319604233778187,0.3007629107981221,0.6451053999422467,3,0,6,30,0,4,1,1,0.7963525835866262,0.2506963788300835,0.4580062819724595
181,0.6143580303727566,0.3650234741784038,0.591394744441236,1,0,7,1,0,5,1,1,0.8267477203647416,0.19777158774373255,0.2255063937188147
182,0.5864012885411873,0.6461267605633804,0.41799018192318804,1,0,7,2,0,6,0,1,0.8480243161094225,0.26601671309192193,0.2605174404434096
183,0.5323285780027611,0.6690140845070423,0.338868033496968,1,0,7,3,0,0,0,2,0.8206686930091185,0.5961002785515319,0.5804240626589223
184,0.6927059364933272,0.8987676056338029,0.42708634132255274,3,0,7,4,1,1,0,2,0.8328267477203648,0.5348189415041782,0.16610849713662262
185,0.5341693511274735,0.3019366197183099,0.5218019058619694,3,0,7,5,0,2,1,1,0.8571428571428572,0.467966573816156,0.29199196100937747
186,0.5300276115968707,0.22946009389671362,0.5522668206757148,3,0,7,6,0,3,1,1,0.8237082066869301,0.6810584958217267,0.3584072475734174
187,0.5257708237459733,0.22065727699530516,0.5512561362980075,4,0,7,7,0,4,1,1,0.8632218844984803,0.5529247910863508,0.3845994687339321
188,0.46226415094339623,0.20246478873239437,0.4805082298585042,4,0,7,8,0,5,1,2,0.8115501519756839,0.7019498607242338,0.5699409894907824
189,0.611366774045099,0.5827464788732395,0.4805082298585042,4,0,7,9,0,6,0,1,0.8419452887537995,0.4944289693593314,0.4090908963125952
190,0.5590197883110907,0.5108568075117371,0.4501876985272885,2,0,7,10,0,0,0,1,0.8571428571428572,0.4512534818941503,0.452830809271321
191,0.4675563736769443,0.21156103286384975,0.48267398209644824,2,0,7,11,0,1,1,1,0.878419452887538,0.532033426183844,0.7307657816074214
192,0.4873446847676024,0.1936619718309859,0.5163153335258447,2,0,7,12,0,2,1,1,0.9179331306990882,0.4247910863509749,0.5000116666006028
